Team,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,SALARY
CHI,Jalen Smith,24,C,64,2,15,3,6.4,0.466,1.1,3.5,0.324,1.8,2.9,0.634,0.554,1.1,1.4,0.809,1.4,4.2,5.6,1,0.3,0.7,0.6,1.5,8.2,,8571429
ORL,Jalen Suggs,23,PG,35,35,28.6,5.6,13.7,0.41,2.2,6.9,0.314,3.5,6.8,0.506,0.489,2.8,3.1,0.882,0.7,3.4,4,3.7,1.5,0.9,2.9,2.8,16.2,,9188385
OKC,Jalen Williams,23,SG,69,69,32.4,8.2,16.9,0.484,1.8,4.9,0.365,6.4,12,0.533,0.537,3.4,4.3,0.789,0.9,4.5,5.3,5.1,1.6,0.7,2.2,2.3,21.6,"AS,NBA3,DEF2",4775760
BRK,Jalen Wilson,24,PF,79,22,25.7,3.1,7.8,0.397,1.5,4.6,0.337,1.6,3.3,0.481,0.495,1.7,2.1,0.818,0.9,2.5,3.4,1.8,0.5,0.1,1,2.1,9.5,,1891857
DEN,Jamal Murray,27,PG,67,67,36.1,7.9,16.7,0.474,2.3,5.9,0.393,5.6,10.8,0.518,0.543,3.3,3.7,0.886,0.7,3.2,3.9,6,1.4,0.5,2.1,1.9,21.4,,36016200
TOR,Jamal Shead,22,PG,75,11,19.6,2.7,6.7,0.405,1,3,0.323,1.8,3.7,0.47,0.476,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,,1862265
LAC,James Harden,35,PG,79,79,35.3,6.7,16.4,0.41,3,8.5,0.352,3.7,7.9,0.472,0.501,6.4,7.3,0.874,0.7,5.1,5.8,8.7,1.5,0.7,4.3,2.1,22.8,"MVP-10,AS,NBA3",33653846
IND,James Johnson,37,PF,12,0,3.1,0.3,0.9,0.364,0,0.3,0,0.3,0.7,0.5,0.364,0,0.1,0,0,0.5,0.5,0.3,0,0.2,0.3,0.4,0.7,,2087519
IND,James Wiseman,23,C,1,0,5,2,4,0.5,0,1,0,2,3,0.667,0.5,2,2,1,0,1,1,0,0,0,0,0,6,,2237691
TOR,Jamison Battle,23,SF,59,10,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.7,1.5,0.5,0.581,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,,1000000
IND,Jarace Walker,21,PF,75,5,15.8,2.3,4.8,0.472,1,2.5,0.405,1.3,2.3,0.543,0.576,0.6,0.9,0.667,0.3,2.7,3.1,1.5,0.7,0.3,1,1.5,6.1,,6362520
2TM,Jared Butler,24,SG,60,17,17.4,3.4,7.6,0.448,1,2.8,0.355,2.4,4.7,0.504,0.514,1.3,1.5,0.824,0.4,1.4,1.8,3.7,0.7,0.2,1.3,1.6,9,,745726
WAS,Jared Butler,24,PG,32,0,11.3,2.7,5.5,0.483,0.5,1.3,0.366,2.2,4.2,0.519,0.526,1.1,1.4,0.778,0.4,0.8,1.3,2.6,0.4,0.2,0.9,1.3,6.9,,745726
PHI,Jared Butler,24,SG,28,17,24.4,4.2,9.9,0.426,1.6,4.6,0.352,2.6,5.3,0.49,0.507,1.4,1.6,0.87,0.4,2.1,2.5,4.9,1.1,0.3,1.8,2,11.5,,745726
PHI,Jared McCain,20,SG,23,8,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0,1.6,1.6,15.3,ROY-7,4032240
MEM,Jaren Jackson Jr.,25,C,74,74,29.8,8,16.4,0.488,2,5.3,0.375,6,11.1,0.541,0.548,4.2,5.4,0.781,1.2,4.4,5.6,2,1.2,1.5,2.1,3.5,22.2,"DPOY-7,AS,DEF2",25257798
LAL,Jarred Vanderbilt,25,PF,36,2,16.1,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1,0.556,1.9,3.2,5.1,1.1,1,0.3,0.8,1.9,4.1,,10714286
CLE,Jarrett Allen,26,C,82,82,28,5.5,7.8,0.706,0,0.1,0,5.5,7.7,0.712,0.706,2.4,3.4,0.718,2.6,7.1,9.7,1.9,0.9,0.9,1.2,1.5,13.5,,20000000
2TM,Javonte Green,31,SG,68,19,18.5,1.8,4.2,0.429,0.7,2.1,0.326,1.1,2.1,0.527,0.509,0.8,1.1,0.724,0.9,2.3,3.2,0.8,1,0.5,0.5,1.4,5.1,,599862
NOP,Javonte Green,31,SG,50,18,21.8,2,4.5,0.446,0.8,2.2,0.352,1.2,2.3,0.534,0.531,1,1.3,0.758,1,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8,,599862
CLE,Javonte Green,31,SG,18,1,9.2,1.3,3.5,0.365,0.4,1.8,0.242,0.8,1.7,0.5,0.429,0.3,0.6,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.2,1.2,3.3,,599862
LAL,Jaxson Hayes,24,C,56,35,19.5,2.9,4,0.722,0,0.1,0,2.9,3.9,0.732,0.722,1.1,1.8,0.622,1.4,3.4,4.8,1,0.6,0.9,0.8,2.4,6.8,,2463946
MEM,Jay Huff,26,C,64,2,11.7,2.5,4.8,0.515,1.3,3.1,0.405,1.2,1.6,0.724,0.648,0.7,0.9,0.786,0.5,1.5,2,0.6,0.3,0.9,0.5,1.2,6.9,,2088033
BOS,Jaylen Brown,28,SF,63,63,34.3,8.2,17.7,0.463,1.8,5.7,0.324,6.4,12.1,0.529,0.515,3.9,5.1,0.764,1.3,4.5,5.8,4.5,1.2,0.3,2.6,2.4,22.2,AS,49205800
MIN,Jaylen Clark,23,SG,40,4,13.1,1.4,3,0.467,0.6,1.3,0.431,0.9,1.7,0.493,0.558,0.7,0.9,0.784,0.7,0.7,1.3,0.7,0.9,0.1,0.2,1.5,4.1,,429323
MEM,Jaylen Wells,21,SG,79,74,25.9,3.6,8.6,0.425,1.7,5,0.352,1.9,3.6,0.525,0.527,1.4,1.7,0.822,1.1,2.3,3.4,1.7,0.6,0.1,0.9,1.8,10.4,ROY-3,1157153
OKC,Jaylin Williams,22,PF,47,9,16.7,2.1,4.7,0.439,1.3,3.3,0.399,0.8,1.4,0.529,0.577,0.5,0.6,0.767,1,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,,2019699
CLE,Jaylon Tyson,22,SG,47,3,9.6,1.4,3.2,0.43,0.4,1.2,0.345,0.9,1.9,0.484,0.497,0.4,0.5,0.792,0.8,1.3,2,0.9,0.3,0.1,0.6,1.1,3.6,,3326160
BOS,Jayson Tatum,26,PF,72,72,36.4,9.2,20.3,0.452,3.5,10.1,0.343,5.7,10.2,0.559,0.537,5,6.1,0.814,0.7,8,8.7,6,1.1,0.5,2.9,2.2,26.8,"MVP-4,CPOY-10,AS,NBA1",34848340
PHI,Jeff Dowtin Jr.,27,PG,41,3,15.1,2.7,5.6,0.487,0.7,1.7,0.4,2,3.9,0.525,0.548,0.8,1.1,0.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7,,2196970
HOU,Jeff Green,38,PF,32,3,12.4,1.9,3.8,0.504,0.9,2.5,0.367,1,1.3,0.762,0.624,0.7,0.8,0.808,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1,5.4,,8000000
POR,Jerami Grant,30,PF,47,47,32.4,4.6,12.2,0.373,2.3,6.3,0.365,2.3,5.9,0.381,0.467,3,3.5,0.849,0.6,2.9,3.5,2.1,0.9,1,1.4,2.3,14.4,,29793104
NOP,Jeremiah Robinson-Earl,24,PF,66,9,18.8,2.4,5.3,0.455,0.8,2.5,0.341,1.5,2.8,0.557,0.536,0.7,0.8,0.836,1.7,3.1,4.8,1.3,0.6,0.1,0.8,1.2,6.3,,2196970
SAS,Jeremy Sochan,21,PF,54,23,25.3,4.6,8.7,0.535,0.5,1.7,0.308,4.1,7,0.59,0.565,1.6,2.3,0.696,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,11.4,,5570040
2TM,Jericho Sims,26,C,53,5,11.9,0.8,1.3,0.634,0,0,,0.8,1.3,0.634,0.634,0.2,0.2,0.615,1.3,2.4,3.7,0.6,0.2,0.4,0.6,1.2,1.8,,2092344
NYK,Jericho Sims,26,C,39,5,10.8,0.7,1.2,0.609,0,0,,0.7,1.2,0.609,0.609,0.2,0.3,0.615,1.3,2,3.3,0.6,0.2,0.3,0.5,1.2,1.6,,2092344
MIL,Jericho Sims,26,C,14,0,15,1.2,1.8,0.68,0,0,,1.2,1.8,0.68,0.68,0,0,,1.4,3.4,4.9,0.8,0.1,0.6,0.9,1.4,2.4,,2092344
ORL,Jett Howard,21,SF,60,0,11.7,1.6,4.4,0.374,0.9,3.1,0.296,0.7,1.3,0.566,0.479,0.3,0.4,0.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,,5278320
CHI,Jevon Carter,29,PG,36,1,8.9,1.5,4.1,0.377,1,2.9,0.333,0.6,1.1,0.488,0.497,0.2,0.3,0.8,0.1,1,1.1,1.1,0.4,0.1,0.3,0.4,4.3,,6500000
2TM,Jimmy Butler,35,SF,55,55,31.7,5.5,10.9,0.504,0.6,1.9,0.308,4.9,9,0.546,0.531,6,7.1,0.842,2.3,3.1,5.4,5.4,1.4,0.3,1.3,0.9,17.5,,48798677
MIA,Jimmy Butler,35,PF,25,25,30.6,5.7,10.5,0.54,0.5,1.4,0.361,5.2,9.1,0.568,0.565,5.2,6.4,0.801,2.2,3,5.2,4.8,1.1,0.4,1.2,0.9,17,,48798677
GSW,Jimmy Butler,35,SF,30,30,32.7,5.3,11.1,0.476,0.6,2.3,0.279,4.7,8.9,0.526,0.504,6.7,7.7,0.87,2.3,3.2,5.5,5.9,1.7,0.3,1.5,1,17.9,,48798677
HOU,Jock Landale,29,C,42,3,11.9,1.9,3.6,0.533,0.3,0.6,0.423,1.7,3,0.556,0.569,0.6,1,0.675,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,,8000000
MIN,Joe Ingles,37,SF,19,1,6,0.3,1.2,0.261,0.2,0.8,0.2,0.2,0.4,0.375,0.326,0,0,,0.1,0.5,0.6,1.2,0.1,0,0.5,0.6,0.8,,2087519
PHI,Joel Embiid,30,C,19,19,30.2,7.4,16.6,0.444,1.2,4.1,0.299,6.2,12.5,0.492,0.481,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,,51415938
UTA,John Collins,27,PF,40,31,30.5,7,13.3,0.527,1.5,3.7,0.399,5.5,9.6,0.577,0.583,3.5,4.1,0.848,2.2,6,8.2,2,1,1,2.6,2.9,19,,26580000
MEM,John Konchar,28,SG,46,4,12.1,0.9,2,0.451,0.5,1.3,0.371,0.4,0.6,0.621,0.577,0.2,0.2,0.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.4,,6165000
WAS,Johnny Davis,22,SG,34,0,7.1,0.9,2.3,0.41,0.2,0.9,0.241,0.7,1.4,0.51,0.455,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,,5291160
IND,Johnny Furphy,20,SG,50,0,7.6,0.7,1.8,0.38,0.3,1,0.3,0.4,0.8,0.476,0.462,0.4,0.4,0.818,0.5,1,1.4,0.4,0.4,0.2,0.2,0.8,2.1,,1850842
UTA,Johnny Juzang,23,SG,64,18,19.8,3.2,7.4,0.429,1.8,4.9,0.376,1.3,2.5,0.534,0.554,0.7,0.8,0.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2,8.9,,3087519
2TM,Jonas Valančiūnas,32,C,81,21,18.8,4.3,7.7,0.55,0.1,0.5,0.216,4.2,7.3,0.571,0.557,1.8,2,0.879,2.3,5.4,7.7,2,0.5,0.6,1.5,2.2,10.4,,9900000
WAS,Jonas Valančiūnas,32,C,49,12,20.1,4.7,8.6,0.547,0.1,0.6,0.259,4.6,8.1,0.567,0.556,1.9,2.2,0.896,2.4,5.8,8.2,2.2,0.4,0.6,1.8,2,11.5,,9900000
SAC,Jonas Valančiūnas,32,C,32,9,16.9,3.6,6.4,0.556,0,0.3,0.1,3.5,6.1,0.579,0.559,1.6,1.8,0.847,2.2,4.8,7,1.8,0.5,0.6,1,2.6,8.7,,9900000
ORL,Jonathan Isaac,27,PF,71,1,15.4,1.9,4.6,0.414,0.5,2.1,0.258,1.3,2.4,0.549,0.474,1,1.5,0.682,1.7,2.7,4.4,0.6,0.9,1.1,0.5,1.3,5.4,,25000000
GSW,Jonathan Kuminga,22,PF,47,10,24.3,5.5,12.1,0.454,1,3.2,0.305,4.5,8.9,0.508,0.495,3.3,5,0.668,1.2,3.4,4.6,2.2,0.8,0.4,1.5,1.9,15.3,,7636154
TOR,Jonathan Mogbo,23,PF,63,18,20.4,2.5,5.7,0.438,0.3,1.1,0.243,2.2,4.5,0.486,0.462,1,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,,1862265
UTA,Jordan Clarkson,32,SG,37,9,26,5.4,13.3,0.408,2.3,6.3,0.362,3.2,7.1,0.448,0.493,3.1,3.9,0.797,0.7,2.5,3.2,3.7,0.8,0.2,2.3,1.4,16.2,,14092577
LAL,Jordan Goodwin,26,PG,29,5,18.7,2.2,5,0.438,0.9,2.3,0.382,1.3,2.6,0.487,0.528,0.3,0.4,0.818,1.3,2.6,3.9,1.4,1,0.4,0.9,1.5,5.6,,223718
NOP,Jordan Hawkins,22,SG,56,9,23.6,3.7,9.9,0.372,2,5.9,0.331,1.7,4,0.433,0.471,1.4,1.8,0.816,0.4,2.4,2.8,1.2,0.5,0.4,1,0.9,10.8,,4525680
2TM,Jordan McLaughlin,28,PG,46,0,6.8,0.7,1.6,0.431,0.4,1,0.413,0.3,0.6,0.462,0.563,0.4,0.5,0.773,0.1,0.5,0.7,1.1,0.3,0,0.3,0.4,2.1,,2087519
SAC,Jordan McLaughlin,28,PG,28,0,6.8,0.6,1.6,0.364,0.4,0.9,0.385,0.2,0.6,0.333,0.477,0.4,0.6,0.688,0.1,0.6,0.8,0.9,0.4,0,0.4,0.5,1.9,,2087519
SAS,Jordan McLaughlin,28,PG,18,0,6.9,0.8,1.6,0.536,0.5,1.1,0.45,0.3,0.4,0.75,0.696,0.3,0.3,1,0.1,0.4,0.5,1.5,0.3,0.1,0.3,0.3,2.5,,2087519
LAC,Jordan Miller,25,SF,37,0,11.4,1.6,3.6,0.433,0.2,1,0.211,1.4,2.6,0.521,0.463,0.8,0.9,0.8,0.6,0.9,1.6,0.9,0.5,0.1,0.7,0.7,4.1,,1050000
WAS,Jordan Poole,25,SG,68,68,29.4,6.7,15.5,0.432,3.5,9.1,0.378,3.3,6.4,0.51,0.544,3.6,4,0.883,0.5,2.5,3,4.5,1.3,0.4,3,3,20.5,,29651786
BOS,Jordan Walsh,20,PF,52,1,7.8,0.6,1.6,0.361,0.3,1.1,0.273,0.3,0.5,0.536,0.452,0.1,0.2,0.583,0.4,0.9,1.3,0.4,0.2,0.2,0.3,0.6,1.6,,1891857
NOP,Jose Alvarado,26,PG,56,23,24.4,3.6,9.3,0.392,2,5.5,0.359,1.7,3.8,0.439,0.498,1.1,1.3,0.811,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.6,10.3,,1988598
CHI,Josh Giddey,22,PG,70,69,30.2,5.3,11.4,0.465,1.5,4,0.378,3.8,7.4,0.512,0.531,2.5,3.2,0.781,1.8,6.3,8.1,7.2,1.2,0.6,2.9,1.7,14.6,,8352367
CHO,Josh Green,24,SG,68,67,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1,2.4,7.4,,12654321
NYK,Josh Hart,29,SG,77,77,37.6,5.2,10,0.525,1.1,3.3,0.333,4.2,6.7,0.618,0.579,2.1,2.7,0.776,2.1,7.5,9.6,5.9,1.5,0.4,2.1,2.6,13.6,,18144000
MIN,Josh Minott,22,SF,46,0,6,1,2,0.489,0.3,0.9,0.326,0.7,1,0.638,0.567,0.4,0.4,0.895,0.3,0.8,1,0.4,0.3,0.3,0.2,0.7,2.6,,2019699
2TM,Josh Okogie,26,SG,40,7,15.6,2.4,5.3,0.443,0.8,2.3,0.348,1.6,3,0.517,0.519,1.6,2.1,0.741,1.1,1.7,2.8,0.8,1.2,0.5,0.8,1.2,7.1,,8250000
PHO,Josh Okogie,26,SG,25,1,14,2.2,4.6,0.491,0.6,1.7,0.381,1.6,2.9,0.556,0.561,0.9,1.3,0.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6,,8250000
CHO,Josh Okogie,26,SG,15,6,18.3,2.5,6.5,0.388,1.1,3.3,0.32,1.5,3.2,0.458,0.469,2.7,3.5,0.774,0.9,1.9,2.7,1.3,1.8,0.5,1,1.3,8.9,,8250000
MIA,Josh Richardson,31,SG,8,0,18.8,1.4,4.8,0.289,0.8,2.8,0.273,0.6,2,0.313,0.368,0.5,0.5,1,0.8,0.8,1.5,1.5,1,0.1,1,2.1,4,,3051153
BOS,Jrue Holiday,34,PG,62,62,30.6,4.1,9.2,0.443,1.7,4.9,0.353,2.4,4.3,0.547,0.538,1.1,1.2,0.909,1.2,3,4.3,3.9,1.1,0.4,1.2,1.6,11.1,,30000000
2TM,JT Thor,22,PF,20,0,12.5,1.3,3,0.424,0.3,1.1,0.286,1,1.9,0.5,0.475,0.8,1.1,0.682,1,1.4,2.4,0.3,0.4,0.5,0.5,0.9,3.6,,1988598
CLE,JT Thor,22,PF,9,0,4.7,1,1.7,0.6,0.3,0.7,0.5,0.7,1,0.667,0.7,0.8,0.9,0.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,,1988598
WAS,JT Thor,22,PF,11,0,18.8,1.5,4,0.364,0.3,1.4,0.2,1.2,2.6,0.448,0.398,0.7,1.3,0.571,1.5,2.3,3.8,0.5,0.5,0.5,0.3,1,3.9,,1988598
SAS,Julian Champagnie,23,SF,82,29,23.6,3.4,8.1,0.415,2.2,5.9,0.371,1.2,2.3,0.53,0.549,1,1.1,0.904,0.8,3.1,3.9,1.4,0.7,0.4,0.9,1.4,9.9,,3000000
CHI,Julian Phillips,21,SF,79,5,14.2,1.6,3.6,0.446,0.6,1.9,0.327,1,1.7,0.582,0.533,0.8,1,0.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,,1891857
DEN,Julian Strawther,22,SG,65,4,21.3,3.2,7.5,0.432,1.4,4.1,0.349,1.8,3.3,0.535,0.529,1.1,1.4,0.822,0.3,1.9,2.2,1.3,0.6,0.2,0.9,2.3,9,,2552520
MIN,Julius Randle,30,PF,69,69,32.3,6.6,13.6,0.485,1.6,4.6,0.344,5,9.1,0.555,0.542,3.9,4.9,0.806,2.1,5,7.1,4.7,0.7,0.2,2.8,2.5,18.7,,33073920
WAS,Justin Champagnie,23,SF,62,31,21.6,3.4,6.6,0.511,1.2,3.1,0.383,2.2,3.5,0.624,0.601,0.8,1.2,0.685,1.8,3.9,5.7,1,1,0.6,0.9,1.8,8.8,,1800000
PHI,Justin Edwards,21,SF,44,26,26.3,3.9,8.6,0.455,1.6,4.3,0.363,2.3,4.3,0.548,0.546,0.7,1,0.696,1,2.3,3.4,1.6,1,0.4,1.1,2.2,10.1,,425619
2TM,Jusuf Nurkić,30,C,51,32,20.8,3.3,6.9,0.477,0.6,2.1,0.305,2.7,4.8,0.551,0.523,1.7,2.5,0.664,1.7,6.1,7.8,2.3,0.8,0.7,1.9,2.5,8.9,,18125000
PHO,Jusuf Nurkić,30,C,25,23,23.7,3,6.5,0.454,0.8,2.4,0.322,2.2,4.2,0.529,0.512,1.9,2.8,0.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,,18125000
CHO,Jusuf Nurkić,30,C,26,9,18.1,3.6,7.3,0.497,0.5,1.8,0.283,3.1,5.5,0.566,0.532,1.4,2.3,0.627,1.5,5,6.5,2.6,0.7,0.7,1.5,2,9.2,,18125000
2TM,Kai Jones,24,C,40,6,11.7,2.2,2.7,0.798,0,0.1,0.2,2.2,2.6,0.827,0.803,0.6,0.8,0.719,1,2.1,3.1,0.6,0.4,0.6,0.5,1.3,5,,2196970
LAC,Kai Jones,24,C,28,0,7.4,0.9,1.3,0.722,0,0.1,0,0.9,1.2,0.765,0.722,0.3,0.4,0.75,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2,,2196970
DAL,Kai Jones,24,C,12,6,21.7,5.1,6.1,0.836,0.1,0.3,0.333,5,5.8,0.857,0.842,1.2,1.7,0.7,2.1,4.5,6.6,1.3,0.8,0.8,0.7,2.3,11.4,,2196970
NYK,Karl-Anthony Towns,29,C,72,72,35,8.9,16.9,0.526,2,4.7,0.42,6.9,12.2,0.567,0.584,4.7,5.7,0.829,2.9,9.8,12.8,3.1,1,0.7,2.7,3.5,24.4,"AS,NBA3",49205800
NOP,Karlo Matković,23,PF,42,7,18.8,3.2,5.6,0.574,0.5,1.6,0.318,2.7,4,0.675,0.619,0.8,1,0.773,1.5,3.5,5,1.1,0.5,1,1,2.5,7.7,,1407153
LAC,Kawhi Leonard,33,SF,37,37,31.9,8.4,16.8,0.498,2.1,5.1,0.411,6.3,11.7,0.536,0.56,2.6,3.3,0.81,0.9,5,5.9,3.1,1.6,0.5,1.9,1.5,21.5,,49350000
SAC,Keegan Murray,24,PF,76,76,34.3,4.8,10.8,0.444,2,5.9,0.343,2.8,4.9,0.566,0.538,0.8,0.9,0.833,1.9,4.8,6.7,1.4,0.8,0.9,0.8,2.4,12.4,,8809560
MIA,Kel'el Ware,20,C,64,36,22.2,4,7.3,0.554,0.5,1.7,0.315,3.5,5.5,0.629,0.592,0.7,1,0.687,1.8,5.6,7.4,0.9,0.6,1.1,0.9,1.7,9.3,ROY-6,4231800
SAS,Keldon Johnson,25,SF,77,0,23.9,4.8,10,0.482,1.1,3.6,0.318,3.7,6.4,0.573,0.538,1.9,2.5,0.773,1.5,3.4,4.8,1.6,0.6,0.3,1,1.5,12.7,,19000000
2TM,Kelly Olynyk,33,C,44,22,20.3,3,6.1,0.5,0.8,1.8,0.418,2.3,4.3,0.534,0.562,1.9,2.5,0.769,1.4,3.3,4.7,2.9,0.8,0.4,1.7,2.8,8.7,,12804878
TOR,Kelly Olynyk,33,C,24,2,16,2.5,4.9,0.5,0.8,1.8,0.442,1.7,3.1,0.533,0.581,1.4,1.8,0.791,1,2.7,3.7,2.3,0.7,0.3,1.5,2.5,7.1,,12804878
NOP,Kelly Olynyk,33,C,20,20,25.4,3.8,7.5,0.5,0.7,1.8,0.389,3.1,5.7,0.535,0.547,2.5,3.3,0.754,1.9,4,5.9,3.6,0.9,0.6,2.1,3.2,10.7,,12804878
PHI,Kelly Oubre Jr.,29,SF,60,57,34.6,5.8,12.4,0.47,1.2,4,0.293,4.6,8.3,0.555,0.518,2.3,3.1,0.751,1.6,4.5,6.1,1.8,1.5,0.5,1.3,3,15.1,,7983000
ORL,Kentavious Caldwell-Pope,31,SG,77,77,29.6,3.1,7.1,0.439,1.5,4.3,0.342,1.6,2.8,0.589,0.543,1.1,1.2,0.863,0.4,1.8,2.2,1.8,1.3,0.4,0.8,1.8,8.7,,22757000
SAC,Keon Ellis,25,SG,80,28,24.4,2.8,5.8,0.489,1.7,4,0.433,1.1,1.8,0.615,0.639,0.9,1.1,0.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3,,2120693
BRK,Keon Johnson,22,SG,79,56,24.4,3.8,9.9,0.389,1.6,5.1,0.314,2.2,4.8,0.468,0.47,1.4,1.8,0.77,0.8,3,3.8,2.2,1,0.4,1.5,2.6,10.6,,2162606
MIA,Keshad Johnson,23,SF,16,0,6.1,1.1,1.6,0.692,0.2,0.4,0.429,0.9,1.2,0.789,0.75,0.3,0.6,0.444,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7,,724883
PHO,Kevin Durant,36,PF,62,62,36.5,9.5,18.1,0.527,2.6,6,0.43,7,12.1,0.574,0.598,4.9,5.8,0.839,0.4,5.7,6,4.2,0.8,1.2,3.1,1.7,26.6,AS,51179021
2TM,Kevin Huerter,26,SG,69,31,24.3,3.7,8.8,0.425,1.9,5.7,0.338,1.8,3.1,0.587,0.535,0.5,0.7,0.714,0.4,2.5,3,2.3,1,0.3,1,1.8,9.9,,16830357
SAC,Kevin Huerter,26,SG,43,15,20.9,3,7.2,0.413,1.4,4.8,0.302,1.5,2.4,0.629,0.513,0.5,0.7,0.714,0.4,2.3,2.8,1.7,0.8,0.4,0.9,1.6,7.9,,16830357
CHI,Kevin Huerter,26,SG,26,16,30,5,11.3,0.439,2.7,7.2,0.376,2.3,4.2,0.546,0.558,0.6,0.8,0.714,0.4,2.8,3.3,3.2,1.2,0.3,1.2,2,13.2,,16830357
GSW,Kevin Knox,25,SF,14,0,6,1.3,2.6,0.5,0.3,1.1,0.267,1,1.5,0.667,0.556,0.4,0.6,0.75,0.5,0.7,1.2,0.4,0.1,0.3,0.3,0.4,3.3,,263939
MIA,Kevin Love,36,PF,23,9,10.9,1.8,5,0.357,1,2.9,0.358,0.7,2.1,0.354,0.461,0.7,1,0.696,1,3.1,4.1,1,0.7,0.2,0.6,0.9,5.3,,3850000
2TM,Kevin Porter Jr.,24,SG,75,4,19.8,3.9,8.7,0.449,0.7,2.4,0.311,3.2,6.3,0.501,0.492,1.7,2.3,0.769,0.6,3.1,3.7,3.4,1.1,0.2,1.8,1.6,10.3,,2237691
LAC,Kevin Porter Jr.,24,SG,45,2,19.6,3.8,9,0.423,0.6,2.4,0.245,3.2,6.7,0.485,0.455,1.1,1.7,0.645,0.6,2.9,3.6,3.2,1,0.2,1.9,1.6,9.3,,2237691
MIL,Kevin Porter Jr.,24,SG,30,2,19.9,4,8.2,0.494,1,2.4,0.408,3.1,5.8,0.529,0.553,2.7,3.1,0.871,0.4,3.5,3.9,3.7,1.3,0.1,1.7,1.6,11.7,,2237691
GSW,Kevon Looney,28,C,76,6,15,1.9,3.7,0.514,0,0.1,0.4,1.9,3.6,0.516,0.518,0.7,1.3,0.566,2.4,3.6,6.1,1.6,0.6,0.5,0.5,2,4.5,,8000000
UTA,Keyonte George,21,PG,67,35,31.5,5.4,13.7,0.391,2.6,7.6,0.343,2.8,6.1,0.449,0.485,3.5,4.3,0.818,0.4,3.4,3.8,5.6,0.7,0.1,2.7,1.7,16.8,,4084200
2TM,Khris Middleton,33,SF,37,21,22.8,4.3,9.1,0.475,1.3,3.6,0.361,3,5.5,0.549,0.546,1.9,2.3,0.857,0.4,3.4,3.7,4.1,0.9,0.2,1.5,2,11.9,,31666676
MIL,Khris Middleton,33,SF,23,7,23.2,4.7,9.2,0.512,1.5,3.7,0.407,3.2,5.4,0.584,0.595,1.7,2,0.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,,31666676
WAS,Khris Middleton,33,SF,14,14,22.1,3.7,9,0.413,0.9,3.4,0.277,2.8,5.6,0.494,0.464,2.4,2.7,0.868,0.6,3.1,3.7,3.4,1.3,0.2,1.4,1.6,10.7,,31666676
BRK,Killian Hayes,23,PG,6,5,27,3,7.2,0.419,1.3,3.5,0.381,1.7,3.7,0.455,0.512,1.7,2,0.833,0.8,2.2,3,5.2,0.7,0.7,1.5,2.2,9,,31666676
2TM,KJ Martin,24,PF,43,16,21.2,2.6,4.7,0.552,0.3,1.3,0.259,2.2,3.3,0.671,0.59,0.9,1.1,0.787,0.7,2.2,2.9,1.1,0.4,0.5,0.6,2.3,6.4,,7975000
